name x y confidence
sample_1120.JPEG 0.220505 0.225432 0.995525
sample_1121.JPEG -0.00297752 -0.00358745 -0.00397829
sample_1122.JPEG -0.00338789 -0.00312042 -0.00447752
sample_1123.JPEG 0.694283 0.0815503 0.992009
sample_1124.JPEG -0.00319944 -0.00359756 -0.00433941
sample_1125.JPEG 0.33047 0.782402 0.995817
sample_1126.JPEG 0.644964 0.534571 0.995276
sample_1127.JPEG -0.00333633 -0.0036439 -0.00443819
sample_1128.JPEG 0.303454 0.162022 0.992645
sample_1129.JPEG 0.320023 0.965401 0.989863
sample_113.JPEG -0.00321503 -0.00311412 -0.0044135
sample_1130.JPEG 0.629173 0.427561 0.991831
sample_1131.JPEG 0.207059 0.337323 0.995687
sample_1132.JPEG 0.333156 0.0819398 0.989796
sample_1133.JPEG -0.00304793 -0.00351158 -0.00414056
sample_1134.JPEG -0.00323308 -0.00363283 -0.00448845
sample_1135.JPEG -0.00320814 -0.00395861 -0.00447574
sample_1136.JPEG -0.00310862 -0.00321455 -0.00440257
sample_1137.JPEG -0.00321289 -0.0033662 -0.00441439
sample_1138.JPEG 0.632354 0.852621 0.989442
sample_1139.JPEG -0.00321591 -0.00336368 -0.00436294
sample_114.JPEG -0.00314025 -0.00357364 -0.00424493
sample_1140.JPEG -0.0031601 -0.00329758 -0.00442215
sample_1141.JPEG 0.441173 0.933723 0.988308
sample_1142.JPEG -0.00299758 -0.00351547 -0.00443909
sample_1143.JPEG 0.595284 0.375784 0.991419
sample_1144.JPEG -0.00331144 -0.00372618 -0.00440689
sample_1145.JPEG 0.793344 0.525775 0.987769
sample_1146.JPEG -0.0031943 -0.00374302 -0.0043843
sample_1147.JPEG 0.52101 0.826017 0.995427
sample_1148.JPEG -0.00223816 -0.0040847 -0.00433795
sample_1149.JPEG -0.00320174 -0.00348368 -0.00441073
sample_115.JPEG 0.379324 0.734745 1.00063
sample_1150.JPEG 0.65089 0.139567 0.99176
sample_1151.JPEG 0.745183 0.297134 0.992927
sample_1152.JPEG 0.833594 0.366557 0.991252
sample_1153.JPEG 0.786194 0.388676 0.989488
sample_1154.JPEG 0.623533 0.93357 0.985391
sample_1155.JPEG -0.00342355 -0.00342983 -0.00478327
sample_1156.JPEG -0.00319389 -0.00298587 -0.00458448
sample_1157.JPEG -0.00301605 -0.00367565 -0.00432762
sample_1158.JPEG 0.317594 0.313121 0.993027
sample_1159.JPEG -0.00318498 -0.0036902 -0.00417947
sample_116.JPEG -0.00333309 -0.00328226 -0.00440622
sample_1160.JPEG -0.00316475 -0.00355345 -0.00433504
sample_1161.JPEG 0.554094 0.0687573 0.99043
sample_1162.JPEG -0.00315457 -0.00383171 -0.00416537
sample_1163.JPEG -0.00317213 -0.00355657 -0.0043507
sample_1164.JPEG -0.00313853 -0.00304842 -0.0045176
sample_1165.JPEG -0.00318259 -0.00354738 -0.00435552
sample_1166.JPEG 0.793249 0.755036 0.993722
sample_1167.JPEG -0.00319261 -0.00347985 -0.00439139
sample_1168.JPEG -0.00314025 -0.00357364 -0.00424493
sample_1169.JPEG -0.00301692 -0.00349895 -0.00423573
sample_117.JPEG 0.540724 0.799645 0.996354
sample_1170.JPEG 0.142152 0.115549 0.47483
sample_1171.JPEG 0.419282 0.247128 0.993897
sample_1172.JPEG 0.458897 0.501565 0.994151
sample_1173.JPEG -0.00327821 -0.00336177 -0.00463752
sample_1174.JPEG 0.224217 0.6944 0.996027
sample_1175.JPEG -0.00332009 -0.00337407 -0.00433538
sample_1176.JPEG 0.287661 0.933299 0.990987
sample_1177.JPEG 0.677542 0.103044 0.991351
sample_1178.JPEG 0.628345 0.170164 0.994538
sample_1179.JPEG -0.00322618 -0.00369566 -0.00440862
sample_118.JPEG -0.00337165 -0.00295086 -0.00486076
sample_1180.JPEG 0.485667 0.0503008 0.988136
sample_1181.JPEG -0.00324201 -0.00377151 -0.00441043
sample_1182.JPEG -0.0032298 -0.00344507 -0.0041745
sample_1183.JPEG -0.00307827 -0.00351676 -0.00441184
sample_1184.JPEG 0.140737 0.554975 0.991608
sample_1185.JPEG -0.00318486 -0.003605 -0.00432589
sample_1186.JPEG -0.00325747 -0.00308624 -0.00449792
sample_1187.JPEG -0.0031687 -0.00302092 -0.00467685
sample_1188.JPEG -0.00311433 -0.00384359 -0.00423734
sample_1189.JPEG 0.686229 0.681757 0.991597
sample_119.JPEG -0.00313188 -0.0038943 -0.00422277
sample_1190.JPEG 0.429374 0.668688 0.996083
sample_1191.JPEG 0.634627 0.619246 0.997824
sample_1192.JPEG 0.691865 0.844735 0.991643
sample_1193.JPEG -0.00320348 -0.00280752 -0.00469443
sample_1194.JPEG -0.00318772 -0.00382352 -0.00459163
sample_1195.JPEG -0.00327937 -0.0032905 -0.00498641
sample_1196.JPEG 0.727511 0.334967 0.99266
sample_1197.JPEG -0.00332582 -0.00312609 -0.00414038
sample_1198.JPEG -0.00312169 -0.00333106 -0.00432148
sample_1199.JPEG 0.371638 0.493502 0.996855
sample_12.JPEG -0.00332032 -0.00316662 -0.00441637
sample_120.JPEG -0.00309869 -0.00312195 -0.00444446
sample_1200.JPEG 0.612968 0.15814 0.991818
sample_1201.JPEG 0.660638 0.724824 0.996216
sample_1202.JPEG -0.0031489 -0.00331913 -0.00429218
sample_1203.JPEG 0.691043 0.446914 0.989369
sample_1204.JPEG 0.832472 0.172052 0.992324
sample_1205.JPEG 0.447092 0.654289 0.995319
sample_1206.JPEG 0.530337 0.314124 0.990608
sample_1207.JPEG -0.00320773 -0.00376078 -0.00447049
sample_1208.JPEG 0.744358 0.158968 0.993119
sample_1209.JPEG 0.852181 0.0919532 0.988231
sample_121.JPEG 0.62053 0.401602 0.989881
sample_1210.JPEG -0.0032631 -0.00272628 -0.00451618
sample_1211.JPEG 0.240344 0.897136 0.988954
sample_1212.JPEG 0.152822 0.695511 0.995609
sample_1213.JPEG -0.00315259 -0.00314136 -0.00424146
sample_1214.JPEG -0.00319182 -0.00355594 -0.00430184
sample_1215.JPEG -0.00336689 -0.00356607 -0.00429681
sample_1216.JPEG 0.655857 0.348482 0.990092
sample_1217.JPEG -0.00340687 -0.00255782 -0.00472728
sample_1218.JPEG 0.441688 0.124433 0.986783
sample_1219.JPEG 0.755776 0.000260908 0.992691
sample_122.JPEG -0.00325746 -0.0033406 -0.0041428
sample_1220.JPEG -0.00319073 -0.00356735 -0.00404519
sample_1221.JPEG 0.495981 0.147588 0.989697
sample_1222.JPEG -0.0032064 -0.00377415 -0.00441367
sample_1223.JPEG 0.282485 0.390813 0.994906
sample_1224.JPEG -0.00319507 -0.00356628 -0.00439936
sample_1225.JPEG -0.00333367 -0.00317627 -0.00437372
sample_1226.JPEG 0.613547 0.945195 0.979786
sample_1227.JPEG -0.00318171 -0.00370628 -0.00438108
sample_1228.JPEG -0.00402313 5.28656e-05 -0.00223515
sample_1229.JPEG -0.00313541 -0.00357159 -0.00423468
sample_123.JPEG 0.178764 0.820457 0.993432
sample_1230.JPEG -0.00315782 -0.00322495 -0.00438821
sample_1231.JPEG -0.00346551 -0.00296656 -0.00428591
sample_1232.JPEG 0.720381 0.510406 0.99256
sample_1233.JPEG -0.00330209 -0.003569 -0.00457157
sample_1234.JPEG 0.184672 0.489893 0.995659
sample_1235.JPEG 0.399263 0.0386635 0.974162
sample_1236.JPEG -0.00325209 -0.00303556 -0.00498052
sample_1237.JPEG -0.00319026 -0.00355063 -0.0043718
sample_1238.JPEG -0.00312487 -0.00357835 -0.00446055
sample_1239.JPEG 0.6265 0.167192 0.993859
sample_124.JPEG -0.0033334 -0.00292558 -0.00449404
sample_1240.JPEG 0.577455 0.327986 0.992705
sample_1241.JPEG -0.00321001 -0.00343679 -0.00439361
sample_1242.JPEG 0.851648 0.254662 0.994449
sample_1243.JPEG 0.161794 0.241808 0.993979
sample_1244.JPEG -0.00304829 -0.00294752 -0.00437642
sample_1245.JPEG -0.00327126 -0.00328974 -0.00420645
sample_1246.JPEG 0.144654 0.336427 0.994911
sample_1247.JPEG -0.00309698 -0.00382241 -0.0041832
sample_1248.JPEG 0.582215 0.380305 0.991137
sample_1249.JPEG -0.00324205 -0.00337071 -0.00447339
sample_125.JPEG -0.00328741 -0.00365512 -0.00436308
sample_1250.JPEG -0.00320889 -0.00377523 -0.00441895
sample_1251.JPEG -0.0032184 -0.00367977 -0.00449033
sample_1252.JPEG 0.417963 0.908196 0.989359
sample_1253.JPEG -0.00322567 -0.00256382 -0.00435304
sample_1254.JPEG 0.73451 0.462049 0.988292
sample_1255.JPEG -0.0032269 -0.00362937 -0.00429303
sample_1256.JPEG -0.00319869 -0.00343205 -0.00436961
sample_1257.JPEG -0.0030913 -0.0038336 -0.00418851
sample_1258.JPEG -0.0030857 -0.00352847 -0.00408698
sample_1259.JPEG -0.00338796 -0.00303801 -0.00447555
sample_126.JPEG 0.339603 0.0793453 0.990185
sample_1260.JPEG 0.854633 0.175417 0.990706
sample_1261.JPEG 0.689131 0.524909 0.989934
sample_1262.JPEG -0.00318917 -0.00376629 -0.0043624
sample_1263.JPEG -0.00321603 -0.00364966 -0.00448318
sample_1264.JPEG -0.00320652 -0.00368867 -0.00441122
sample_1265.JPEG 0.535342 0.57075 0.997055
sample_1266.JPEG 0.487936 0.712709 0.995887
sample_1267.JPEG -0.00295853 -0.00327007 -0.00456233
sample_1268.JPEG -0.00320652 -0.00368867 -0.00441122
sample_1269.JPEG -0.00328708 -0.00343383 -0.00435333
sample_127.JPEG -0.003098 -0.00380471 -0.00406716
sample_1270.JPEG -0.00327149 -0.00325752 -0.00449105
sample_1271.JPEG -0.00318689 -0.0037382 -0.00440889
sample_1272.JPEG 0.596106 0.592238 0.9938
sample_1273.JPEG -0.00343124 -0.00293151 -0.00453771
sample_1274.JPEG -0.00327951 -0.00330057 -0.00398612
sample_1275.JPEG 0.499475 0.655229 0.996822
sample_1276.JPEG 0.182012 0.608427 0.995002
sample_1277.JPEG 0.243069 0.699509 0.992149
sample_1278.JPEG -0.00312691 -0.00356799 -0.00421666
sample_1279.JPEG 0.237911 0.851573 0.993347
sample_128.JPEG 0.711565 0.649759 0.988686
sample_1280.JPEG -0.00308831 -0.00370172 -0.00409151
sample_1281.JPEG 0.627402 0.625847 0.997582
sample_1282.JPEG -0.00316431 -0.00343488 -0.00447438
sample_1283.JPEG -0.00309766 -0.00367032 -0.00420282
sample_1284.JPEG -0.00338515 -0.00272185 -0.00435622
sample_1285.JPEG -0.00323315 -0.00397496 -0.00451471
sample_1286.JPEG -0.00318999 -0.00347874 -0.00438583
sample_1287.JPEG 0.580057 0.621572 0.998108
sample_1288.JPEG 0.788961 0.744724 0.989269
sample_1289.JPEG 0.610234 0.836033 0.983276
sample_129.JPEG -0.00324514 -0.00359485 -0.00456591
sample_1290.JPEG -0.00311614 -0.00379891 -0.0040882
sample_1291.JPEG -0.00325835 -0.00365273 -0.00415319
sample_1292.JPEG 0.201048 0.932689 0.987635
sample_1293.JPEG 0.633446 0.463642 0.98954
sample_1294.JPEG 0.407039 0.616296 0.996111
sample_1295.JPEG -0.00321383 -0.00373426 -0.00448129
sample_1296.JPEG 0.791313 0.748523 0.992042
sample_1297.JPEG 0.300113 0.840708 0.996192
sample_1298.JPEG 0.695954 0.193766 0.994513
sample_1299.JPEG 0.383211 0.698221 0.996816
sample_13.JPEG -0.0031949 -0.0035662 -0.00439899
sample_130.JPEG 0.344977 0.15338 0.990164
sample_1300.JPEG 0.210209 0.94368 0.989009
sample_1301.JPEG 0.298997 0.315362 0.482445
sample_1302.JPEG -0.00333259 -0.00323566 -0.00404949
sample_1303.JPEG 0.427785 0.784313 0.996968
sample_1304.JPEG 0.376863 0.862947 0.993224
sample_1305.JPEG 0.180946 0.587532 0.992849
sample_1306.JPEG 0.564945 0.912295 0.988108
sample_1307.JPEG 0.295808 0.788158 0.997167
sample_1308.JPEG 0.240353 0.0106194 0.99258
sample_1309.JPEG 0.492382 0.888268 0.990594
sample_131.JPEG -0.00318116 -0.00342473 -0.00433248
sample_1310.JPEG -0.00318822 -0.00310616 -0.00436584
sample_1311.JPEG -0.00316111 -0.00369535 -0.00421862
sample_1312.JPEG -0.00299059 -0.00336975 -0.00432386
sample_1313.JPEG -0.00299128 -0.00319955 -0.00410789
sample_1314.JPEG -0.00307531 -0.00310291 -0.00437995
sample_1315.JPEG 0.1837 0.479923 0.9965
sample_1316.JPEG -0.00327401 -0.00359134 -0.00447628
sample_1317.JPEG 0.810832 0.466386 0.990373
sample_1318.JPEG 0.490353 0.0241984 0.992498
sample_1319.JPEG 0.550704 0.23961 0.988293
sample_132.JPEG 0.625069 0.638432 0.993194
sample_1320.JPEG -0.00330021 -0.00357177 -0.00457011
sample_1321.JPEG 0.254143 0.384805 0.99589
sample_1322.JPEG -0.00329643 -0.00354767 -0.00444628
sample_1323.JPEG 0.817333 0.509677 0.987448
sample_1324.JPEG 0.826671 0.79978 0.986804
sample_1325.JPEG -0.00320369 -0.0034581 -0.00403503
sample_1326.JPEG -0.00302369 -0.00368151 -0.00429788
sample_1327.JPEG 0.527837 0.641987 0.997922
sample_1328.JPEG -0.00326336 -0.0033276 -0.00457978
sample_1329.JPEG 0.835158 0.666544 0.991742
sample_133.JPEG -0.00325948 -0.00297101 -0.00394864
sample_1330.JPEG -0.003102 -0.00320712 -0.0042185
sample_1331.JPEG -0.00328281 -0.00356444 -0.00453326
sample_1332.JPEG 0.797423 0.758067 0.989339
sample_1333.JPEG 0.836721 0.812702 0.983785
sample_1334.JPEG -0.0031974 -0.00364834 -0.00437457
sample_1335.JPEG -0.00323875 -0.00381895 -0.00444398
sample_1336.JPEG -0.00338343 -0.00359108 -0.00432768
sample_1337.JPEG -0.00317707 -0.00341006 -0.00463295
sample_1338.JPEG 0.612961 0.142381 0.990566
sample_1339.JPEG 0.683016 0.721028 0.992552
sample_134.JPEG -0.00320702 -0.00296562 -0.00436752
sample_1340.JPEG 0.72516 0.433812 0.991006
sample_1341.JPEG -0.00320285 -0.00407058 -0.00429858
sample_1342.JPEG 0.152446 0.431292 1.00245
sample_1343.JPEG -0.0031292 -0.00319393 -0.00434406
sample_1344.JPEG -0.00314391 -0.00377079 -0.00429733
sample_1345.JPEG -0.00316905 -0.00340284 -0.00436235
sample_1346.JPEG 0.83721 0.739532 0.988573
sample_1347.JPEG -0.0032355 -0.00316268 -0.00407048
sample_1348.JPEG -0.0032655 -0.00350178 -0.00435501
sample_1349.JPEG 0.841705 0.397973 0.989679
sample_135.JPEG 0.239433 0.822761 0.996138
sample_1350.JPEG -0.00328985 -0.00357348 -0.0044374
sample_1351.JPEG 0.791659 0.447809 0.988646
sample_1352.JPEG -0.00329177 -0.00351497 -0.00425737
sample_1353.JPEG 0.715924 0.0135382 0.989794
sample_1354.JPEG -0.00318819 -0.00373875 -0.00441165
sample_1355.JPEG 0.781148 0.553854 0.99199
sample_1356.JPEG -0.00325632 -0.00331384 -0.00413638
sample_1357.JPEG 0.650634 0.372307 0.990394
sample_1358.JPEG -0.00324246 -0.00340948 -0.00426682
sample_1359.JPEG 0.355263 0.940297 0.988556
sample_136.JPEG 0.268972 0.647548 0.991876
sample_1360.JPEG -0.00323894 -0.00378816 -0.00448268
sample_1361.JPEG 0.783921 0.0100884 0.990707
sample_1362.JPEG 0.246493 0.272926 0.997324
sample_1363.JPEG 0.661912 0.510588 0.990241
sample_1364.JPEG 0.479761 0.152142 0.989054
sample_1365.JPEG 0.348325 0.570543 0.994302
sample_1366.JPEG 0.22487 0.0441582 0.992275
sample_1367.JPEG 0.38382 0.628361 0.994853
sample_1368.JPEG 0.458995 0.400101 0.991389
sample_1369.JPEG -0.00330235 -0.00301447 -0.00415046
sample_137.JPEG 0.368654 0.284206 0.994254
sample_1370.JPEG -0.00334428 -0.00353701 -0.00436809
sample_1371.JPEG 0.812937 0.471344 0.989636
sample_1372.JPEG 0.701759 0.832116 0.992012
sample_1373.JPEG 0.291537 0.610304 0.991917
sample_1374.JPEG 0.42493 0.950735 0.98847
sample_1375.JPEG 0.315767 0.778692 0.995893
sample_1376.JPEG 0.557323 0.813768 0.994126
sample_1377.JPEG 0.761402 0.575204 0.990006
sample_1378.JPEG 0.326501 0.124564 0.990674
sample_1379.JPEG -0.00326476 -0.0035053 -0.00427322
sample_138.JPEG 0.177126 0.26484 0.99691
sample_1380.JPEG -0.00314235 -0.00356093 -0.00423205
sample_1381.JPEG 0.532666 0.627925 0.997904
sample_1382.JPEG -0.00321622 -0.00348978 -0.00444147
sample_1383.JPEG -0.00341385 -0.00309778 -0.00446862
sample_1384.JPEG 0.223836 0.470259 0.996707
sample_1385.JPEG 0.400945 0.227163 0.989157
sample_1386.JPEG 0.540161 0.37459 0.989371
sample_1387.JPEG -0.00295859 -0.00379516 -0.0042588
sample_1388.JPEG -0.00313573 -0.00386901 -0.00418481
sample_1389.JPEG 0.750838 0.52536 0.989197
sample_139.JPEG -0.00320446 -0.00275756 -0.0043762
sample_1390.JPEG -0.00318857 -0.00375421 -0.00438951
sample_1391.JPEG 0.573966 0.232448 0.991909
sample_1392.JPEG -0.00312714 -0.00346165 -0.00415129
sample_1393.JPEG -0.0033449 -0.00308556 -0.00452511
sample_1394.JPEG 0.543282 0.749078 0.997341
sample_1395.JPEG 0.754203 0.7037 0.994647
sample_1396.JPEG 0.774612 0.105506 0.990495
sample_1397.JPEG -0.00318581 -0.00359296 -0.00434151
sample_1398.JPEG -0.00302412 -0.00359528 -0.00454354
sample_1399.JPEG 0.334927 0.295465 0.995026
sample_14.JPEG 0.382134 0.132382 0.988615
sample_140.JPEG 0.481063 0.611172 0.994982
sample_1400.JPEG -0.00324524 -0.00383629 -0.00449389
sample_1401.JPEG 0.144838 0.107714 0.991672
sample_1402.JPEG 0.252808 0.259912 0.991682
sample_1403.JPEG 0.410077 0.538412 0.996926
sample_1404.JPEG 0.530062 0.61973 0.997649
sample_1405.JPEG -0.00317154 -0.00354147 -0.00415813
sample_1406.JPEG 0.70499 0.597288 0.990271
sample_1407.JPEG -0.00319444 -0.00364048 -0.00443736
sample_1408.JPEG -0.00314578 -0.00348951 -0.00439752
sample_1409.JPEG -0.00322612 -0.00330136 -0.00407273
sample_141.JPEG 0.438175 0.840128 0.994303
sample_1410.JPEG -0.0033027 -0.00372972 -0.00461512
sample_1411.JPEG 0.372502 0.0189112 0.492902
sample_1412.JPEG 0.399664 0.389969 0.991925
sample_1413.JPEG -0.00303934 -0.00337817 -0.00432654
sample_1414.JPEG 0.529939 0.280624 0.994008
sample_1415.JPEG -0.00325242 -0.00279178 -0.00442724
sample_1416.JPEG -0.0032583 -0.0029558 -0.00439231
sample_1417.JPEG -0.00323602 -0.00383628 -0.0043768
sample_1418.JPEG -0.00306155 -0.00355059 -0.00443077
sample_1419.JPEG 0.5516 0.551977 0.996317
sample_142.JPEG 0.154773 0.686605 0.995545
sample_1420.JPEG -0.00324651 -0.00366263 -0.00454785
sample_1421.JPEG -0.00312691 -0.00356799 -0.00421666
sample_1422.JPEG 0.298897 0.447318 0.995995
sample_1423.JPEG 0.326491 0.124989 0.990456
sample_1424.JPEG -0.00314656 -0.00357633 -0.00425832
sample_1425.JPEG -0.00332331 -0.00313083 -0.00453911
sample_1426.JPEG 0.260753 0.314255 0.996675
sample_1427.JPEG 0.380694 0.320532 0.992803
sample_1428.JPEG -0.0032672 -0.00331835 -0.00415931
sample_1429.JPEG -0.00333304 -0.00317607 -0.00435803
sample_143.JPEG -0.00324022 -0.00326695 -0.00482621
sample_1430.JPEG -0.00314245 -0.00368912 -0.00423459
sample_1431.JPEG 0.852489 0.510816 0.987143
sample_1432.JPEG -0.00331328 -0.00358139 -0.00449338
sample_1433.JPEG 0.478298 0.502351 0.992251
sample_1434.JPEG -0.00314851 -0.00357715 -0.00426245
sample_1435.JPEG 0.554524 0.177366 0.988676
sample_1436.JPEG -0.00325076 -0.00364276 -0.00457566
sample_1437.JPEG 0.162356 0.44026 1.00059
sample_1438.JPEG 0.510099 0.374947 0.991216
